ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_4206372_45_9__11_1_12,Amigo,3,1,2,2,1,2,1,0,0,0,2,3,1,3,0,0,0,1,0,3,0,4,5,1,4,0,5,2,0,0,0,2,0,0,0,0,0,2,0,3
ID_4206372_45_9__11_1_12,Sebastian,1,2,5,4,0,4,1,0,0,0,1,5,1,2,0,0,0,4,0,1,0,6,3,5,2,0,2,5,0,0,0,0,0,0,0,2,0,1,0,3
ID_4206372_45_9__11_1_12,Amarillo,2,1,1,2,0,0,4,2,4,3,3,1,1,2,0,2,0,1,0,4,0,1,4,4,1,2,3,0,0,0,4,2,0,0,0,0,2,5,0,1
ID_4206372_45_9__11_1_12,Tuborg Classic,2,1,0,0,0,0,3,0,0,2,2,2,1,2,0,0,0,2,0,3,0,3,4,3,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0
ID_4206372_45_9__11_1_12,Alexander,4,2,0,0,0,0,6,0,5,6,1,0,0,6,1,4,2,4,0,6,0,0,0,6,0,4,3,0,6,6,5,0,5,1,0,0,4,5,3,0
ID_4206372_45_9__11_1_12,Tuborg Nul,2,3,2,0,0,0,1,0,0,1,1,6,0,1,0,0,0,0,0,3,0,4,0,3,3,0,4,4,0,0,0,0,0,0,2,3,2,3,0,4
ID_4206372_45_9__11_1_12,Angelina,3,3,1,1,0,1,5,5,1,4,5,0,0,4,2,3,2,0,0,6,0,0,4,6,0,0,2,2,1,0,2,2,1,0,0,3,4,6,0,0
ID_4206372_45_9__11_1_12,Brown Bella,6,0,0,1,0,0,5,4,6,4,0,1,0,5,1,0,0,4,0,6,0,0,0,2,0,2,0,0,0,2,4,3,0,0,0,0,4,1,0,0
ID_4206372_45_9__11_1_12,Aronia,3,2,5,5,5,6,3,0,0,0,0,0,0,5,0,0,0,6,0,3,0,4,3,4,0,0,0,6,0,0,0,0,0,3,4,5,0,2,0,5
ID_4206372_45_9__11_1_12,Wiener Walzer,2,0,0,0,0,0,4,3,4,0,1,3,0,4,0,0,1,0,0,4,0,0,0,3,3,0,4,0,1,0,4,0,0,0,0,0,4,3,0,0
