ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_2399322_0_47__13_1_12,Tuborg Classic,4,2,2,3,1,2,4,4,2,3,2,2,3,3,4,2,2,3,4,2,3,3,3,3,4,2,4,2,3,3,3,2,1,3,2,1,4,3,1,2
ID_2399322_0_47__13_1_12,Tuborg Nul,1,4,6,5,4,5,1,4,0,0,3,4,1,2,1,2,0,2,1,1,3,4,3,1,2,1,1,5,2,2,0,0,2,4,3,5,1,2,1,5
ID_2399322_0_47__13_1_12,Sebastian,3,4,4,5,5,6,2,3,1,1,4,2,4,2,1,3,0,2,3,2,1,3,3,3,1,2,5,3,2,2,2,1,1,2,3,2,3,4,2,6
ID_2399322_0_47__13_1_12,Brown Bella,4,2,1,1,1,1,5,5,4,5,4,1,3,4,4,5,5,2,3,5,5,1,3,2,1,5,3,1,1,2,5,4,4,1,3,1,3,4,4,1
ID_2399322_0_47__13_1_12,Amigo,3,2,4,2,3,2,1,1,0,0,1,4,1,0,1,1,0,1,1,1,2,5,2,1,3,1,1,3,4,2,1,1,0,5,4,2,3,1,0,3
ID_2399322_0_47__13_1_12,Wiener Walzer,4,1,3,1,1,4,2,4,3,0,2,3,3,2,4,2,2,1,1,2,5,2,2,2,1,1,3,4,1,1,4,3,1,4,2,1,3,2,0,2
ID_2399322_0_47__13_1_12,Amarillo,2,3,6,6,5,6,4,2,0,0,2,3,2,2,1,3,0,2,1,2,2,2,3,3,0,0,1,6,3,2,0,0,0,4,4,4,0,3,0,5
ID_2399322_0_47__13_1_12,Aronia,4,3,0,1,0,0,5,5,4,6,5,0,4,6,6,5,5,3,5,4,5,0,4,3,1,5,3,0,1,2,6,6,5,1,3,0,5,5,4,0
ID_2399322_0_47__13_1_12,Alexander,4,3,1,1,2,3,4,5,4,4,2,1,3,3,2,5,4,2,3,3,5,1,3,3,1,4,3,1,2,1,5,4,5,3,2,1,3,5,1,2
ID_2399322_0_47__13_1_12,Angelina,1,2,2,2,2,3,2,3,1,3,1,3,2,1,2,1,1,1,1,2,2,3,2,2,5,2,4,3,2,1,2,1,2,2,2,1,3,2,1,1
