"0,00","16,30","17,74","20,72","17,83","17,21","17,62","20,40","13,01","21,70","18,12","25,18","26,93"
"16,30","0,00","33,59","33,45","3,37","30,69","8,17","17,70","27,87","11,41","27,35","38,93","38,40"
"17,74","33,59","0,00","22,14","34,45","8,68","32,53","30,31","14,80","35,84","16,90","11,20","28,19"
"20,72","33,45","22,14","0,00","36,12","28,83","37,54","41,08","8,80","41,77","34,63","33,34","6,58"
"17,83","3,37","34,45","36,12","0,00","30,73","5,36","15,19","30,05","8,11","26,50","38,86","41,29"
"17,21","30,69","8,68","28,83","30,73","0,00","27,66","23,37","20,40","30,30","8,45","8,25","35,26"
"17,62","8,17","32,53","37,54","5,36","27,66","0,00","9,84","30,54","4,25","22,40","35,54","43,19"
"20,40","17,70","30,31","41,08","15,19","23,37","9,84","0,00","32,93","9,33","16,04","30,18","47,33"
"13,01","27,87","14,80","8,80","30,05","20,40","30,54","32,93","0,00","34,68","25,85","25,79","15,38"
"21,70","11,41","35,84","41,77","8,11","30,30","4,25","9,33","34,68","0,00","24,17","37,88","47,44"
"18,12","27,35","16,90","34,63","26,50","8,45","22,40","16,04","25,85","24,17","0,00","14,17","41,21"
"25,18","38,93","11,20","33,34","38,86","8,25","35,54","30,18","25,79","37,88","14,17","0,00","39,34"
"26,93","38,40","28,19","6,58","41,29","35,26","43,19","47,33","15,38","47,44","41,21","39,34","0,00"
