"0,00","14,30","29,59","25,32","28,84","32,57","19,47","33,69","30,93","28,74","33,12","30,14","18,21"
"14,30","0,00","20,58","13,82","15,36","22,36","18,57","19,68","18,81","23,73","18,86","15,84","12,98"
"29,59","20,58","0,00","7,86","26,15","3,81","14,64","17,08","31,77","8,28","22,76","20,54","33,15"
"25,32","13,82","7,86","0,00","18,52","8,66","16,04","11,89","24,07","14,41","16,15","13,49","25,76"
"28,84","15,36","26,15","18,52","0,00","25,58","31,45","13,20","5,67","32,77","7,34","6,78","16,24"
"32,57","22,36","3,81","8,66","25,58","0,00","18,43","14,98","31,26","11,60","21,24","19,42","34,40"
"19,47","18,57","14,64","16,04","31,45","18,43","0,00","27,91","36,18","10,01","31,36","28,35","30,82"
"33,69","19,68","17,08","11,89","13,20","14,98","27,91","0,00","18,46","25,15","6,80","6,48","27,24"
"30,93","18,81","31,77","24,07","5,67","31,26","36,18","18,46","0,00","38,20","11,98","12,25","15,37"
"28,74","23,73","8,28","14,41","32,77","11,60","10,01","25,15","38,20","0,00","30,39","27,87","36,71"
"33,12","18,86","22,76","16,15","7,34","21,24","31,36","6,80","11,98","30,39","0,00","3,16","23,11"
"30,14","15,84","20,54","13,49","6,78","19,42","28,35","6,48","12,25","27,87","3,16","0,00","21,23"
"18,21","12,98","33,15","25,76","16,24","34,40","30,82","27,24","15,37","36,71","23,11","21,23","0,00"
