"0,00","25,48","13,54","10,92","37,10","25,32","48,13","55,47","22,22","38,97","44,57","46,62","12,25"
"25,48","0,00","17,37","25,15","11,66","9,59","22,74","30,21","14,62","15,34","21,99","22,04","32,54"
"13,54","17,37","0,00","7,98","27,67","13,12","39,35","46,95","22,73","27,50","32,31","35,45","15,70"
"10,92","25,15","7,98","0,00","35,65","20,88","47,33","54,92","28,00","35,28","39,74","43,25","7,78"
"37,10","11,66","27,67","35,65","0,00","15,81","11,71","19,32","23,45","7,78","13,97","11,31","43,31"
"25,32","9,59","13,12","20,88","15,81","0,00","27,42","34,98","22,70","14,40","19,34","22,37","28,66"
"48,13","22,74","39,35","47,33","11,71","27,42","0,00","7,61","31,39","15,60","18,06","11,46","54,94"
"55,47","30,21","46,95","54,92","19,32","34,98","7,61","0,00","37,69","22,51","23,54","16,67","62,53"
"22,22","14,62","22,73","28,00","23,45","22,70","31,39","37,69","0,00","29,29","36,07","34,75","33,35"
"38,97","15,34","27,50","35,28","7,78","14,40","15,60","22,51","29,29","0,00","6,79","7,97","43,06"
"44,57","21,99","32,31","39,74","13,97","19,34","18,06","23,54","36,07","6,79","0,00","6,88","47,43"
"46,62","22,04","35,45","43,25","11,31","22,37","11,46","16,67","34,75","7,97","6,88","0,00","51,02"
"12,25","32,54","15,70","7,78","43,31","28,66","54,94","62,53","33,35","43,06","47,43","51,02","0,00"
