ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_2690349_39_40__14_1_12,Aronia,4,4,5,6,4,5,2,0,0,1,3,2,1,5,0,0,0,5,0,3,0,2,3,2,3,0,0,6,2,1,0,0,0,1,5,3,0,2,0,4
ID_2690349_39_40__14_1_12,Angelina,6,2,6,4,0,2,2,2,0,1,1,4,3,4,0,4,0,4,0,2,0,3,2,3,3,1,5,2,3,2,0,1,0,1,2,1,2,1,4,3
ID_2690349_39_40__14_1_12,Wiener Walzer,4,3,3,3,0,4,4,1,3,1,2,2,1,4,0,6,0,4,1,3,1,2,2,2,3,1,2,3,1,4,6,1,0,3,2,0,4,3,2,2
ID_2690349_39_40__14_1_12,Alexander,6,4,2,2,0,0,6,5,6,6,2,0,5,2,3,4,3,1,3,5,4,1,1,3,0,6,2,0,5,5,5,4,2,5,6,0,6,5,4,1
ID_2690349_39_40__14_1_12,Brown Bella,3,3,3,2,0,0,3,3,3,3,2,1,4,4,1,3,1,2,1,3,2,4,5,3,6,1,3,1,1,1,4,4,0,2,0,0,2,2,4,1
ID_2690349_39_40__14_1_12,Amarillo,2,3,5,5,0,6,2,1,0,0,2,2,1,5,1,2,0,4,0,4,0,5,6,4,3,0,6,2,2,2,0,1,0,0,1,0,2,4,1,2
ID_2690349_39_40__14_1_12,Tuborg Nul,1,6,2,0,0,1,0,0,0,0,0,6,6,0,0,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,6,3
ID_2690349_39_40__14_1_12,Amigo,1,2,6,3,1,2,0,1,0,0,2,6,1,4,0,1,0,5,2,1,3,6,4,4,5,1,3,3,0,0,0,1,0,1,2,0,2,2,0,4
ID_2690349_39_40__14_1_12,Tuborg Classic,1,3,1,2,1,3,0,2,0,0,3,6,1,1,0,2,0,5,3,1,1,6,2,0,6,0,1,1,0,0,1,0,0,2,5,0,2,1,2,0
ID_2690349_39_40__14_1_12,Sebastian,0,5,3,2,2,6,1,0,0,0,2,2,0,0,0,0,0,2,0,4,0,6,5,6,4,0,6,0,0,0,0,0,0,0,0,0,2,3,1,4
