ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_3127402_32_13__12_1_12,Angelina,1,3,0,1,0,1,4,1,2,1,4,1,2,1,0,0,0,1,0,2,0,4,5,4,2,0,2,0,0,1,0,4,0,0,0,0,3,3,0,0
ID_3127402_32_13__12_1_12,Alexander,6,0,2,3,0,0,6,5,4,5,0,0,5,4,0,0,0,0,0,6,0,0,0,4,0,6,0,0,6,6,4,3,0,1,2,0,4,6,0,0
ID_3127402_32_13__12_1_12,Aronia,0,2,5,6,5,6,1,1,0,0,0,1,0,4,0,0,0,0,0,3,0,2,2,2,0,0,0,6,1,0,0,0,0,1,4,3,0,5,0,1
ID_3127402_32_13__12_1_12,Amarillo,5,0,3,5,1,2,4,4,0,1,1,1,4,4,0,0,0,0,0,1,0,2,0,3,1,2,4,4,2,3,0,4,0,1,2,1,0,4,3,1
ID_3127402_32_13__12_1_12,Wiener Walzer,2,2,0,1,0,0,1,3,1,1,3,0,2,1,0,0,0,0,0,3,0,3,2,1,3,1,3,0,1,2,1,2,0,0,0,0,1,0,0,0
ID_3127402_32_13__12_1_12,Amigo,6,2,3,6,0,1,5,4,2,2,0,2,4,6,0,0,0,1,0,2,0,1,1,2,1,1,5,1,4,4,0,1,0,0,2,0,0,4,0,1
ID_3127402_32_13__12_1_12,Brown Bella,6,0,4,4,0,3,6,5,4,5,0,0,5,5,1,2,0,1,0,6,2,0,2,4,0,5,5,0,3,4,4,3,0,0,1,0,5,6,1,2
ID_3127402_32_13__12_1_12,Sebastian,4,3,4,5,4,5,1,2,0,0,1,2,1,4,0,0,0,0,0,2,0,5,3,4,0,0,0,1,1,1,0,0,0,0,1,3,0,2,1,2
ID_3127402_32_13__12_1_12,Tuborg Nul,0,4,0,0,5,4,0,1,2,0,1,2,0,0,0,1,0,0,0,2,4,4,3,3,0,2,0,6,0,1,0,0,0,0,2,6,0,2,0,2
ID_3127402_32_13__12_1_12,Tuborg Classic,4,1,0,1,0,0,3,2,2,1,3,0,4,1,0,0,0,0,0,3,0,2,2,1,5,0,3,0,3,1,1,1,0,0,0,0,1,0,1,0
