ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_2634159_50_58__13_4_12,Aronia,0,3,4,4,5,5,2,2,0,0,3,0,2,4,0,0,0,0,0,1,0,2,4,3,3,0,2,5,0,0,0,0,1,2,2,4,0,3,0,4
ID_2634159_50_58__13_4_12,Angelina,2,1,1,0,0,3,3,1,0,1,3,0,1,1,0,0,0,1,0,2,0,3,2,4,3,0,5,0,1,1,0,0,0,0,1,0,3,3,0,2
ID_2634159_50_58__13_4_12,Wiener Walzer,1,2,0,0,1,3,0,0,0,0,2,4,1,1,0,0,0,0,0,1,0,5,2,3,3,0,2,1,1,1,0,0,1,0,0,0,2,0,0,3
ID_2634159_50_58__13_4_12,Alexander,2,0,0,0,0,1,4,2,1,4,1,0,2,2,0,0,0,1,0,4,0,1,3,3,1,1,4,0,4,4,1,0,1,0,1,0,3,4,1,1
ID_2634159_50_58__13_4_12,Brown Bella,2,1,1,1,0,3,3,2,0,2,3,1,2,2,0,0,0,1,1,4,0,3,2,3,3,0,4,0,2,3,0,0,1,0,1,0,4,3,0,2
ID_2634159_50_58__13_4_12,Amarillo,2,2,1,0,2,1,1,0,0,0,0,1,4,1,0,0,0,1,1,3,0,4,3,3,3,0,4,0,1,1,0,0,1,0,1,0,4,2,0,2
ID_2634159_50_58__13_4_12,Tuborg Nul,0,1,1,0,1,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,2,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1
ID_2634159_50_58__13_4_12,Amigo,1,0,1,1,1,3,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,2,2,4,0,3,1,1,1,0,0,0,0,1,0,2,2,0,2
ID_2634159_50_58__13_4_12,Tuborg Classic,0,3,1,0,2,3,0,1,0,1,2,4,1,1,0,0,0,0,0,1,0,5,3,2,5,0,3,1,1,1,0,0,1,0,2,0,3,1,0,2
ID_2634159_50_58__13_4_12,Sebastian,1,1,4,0,4,4,2,0,0,0,3,1,4,5,0,0,0,1,1,2,0,3,2,3,3,0,5,4,3,3,0,0,1,0,2,0,4,3,0,5
