ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_2371002_56_39__14_4_12,Tuborg Classic,2,2,0,1,0,0,1,5,0,0,3,1,6,1,0,0,0,0,0,2,0,3,3,0,5,0,2,0,1,3,0,0,0,0,0,0,3,2,0,0
ID_2371002_56_39__14_4_12,Tuborg Nul,1,2,2,2,3,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,3,0,1,0,0,3,2,0,0,0,0,0,1,3,0,1,0,1
ID_2371002_56_39__14_4_12,Sebastian,4,3,1,1,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
ID_2371002_56_39__14_4_12,Brown Bella,3,0,0,0,0,0,3,4,0,2,1,0,1,0,0,0,0,0,0,2,0,0,6,2,6,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0
ID_2371002_56_39__14_4_12,Amigo,0,2,4,2,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,3,6,6,0,0,0,1
ID_2371002_56_39__14_4_12,Wiener Walzer,2,2,2,2,1,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0
ID_2371002_56_39__14_4_12,Amarillo,1,2,1,1,0,1,2,2,0,0,2,1,0,4,0,0,0,0,0,4,0,2,0,2,0,0,2,0,0,0,0,0,0,6,1,0,0,1,0,1
ID_2371002_56_39__14_4_12,Aronia,6,4,6,6,6,6,6,6,0,0,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,5,6,6,0,0,0,6,6,0,0,0,0,0
ID_2371002_56_39__14_4_12,Alexander,5,0,0,0,0,0,0,2,2,3,1,0,2,0,0,1,0,0,0,2,1,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
ID_2371002_56_39__14_4_12,Angelina,3,0,1,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
