ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_255350478_52_13__13_4_12,Amigo,1,2,2,1,0,0,2,0,1,0,2,2,2,0,0,0,0,2,0,3,0,1,0,2,3,0,4,0,1,1,0,3,0,0,0,0,4,0,0,0
ID_255350478_52_13__13_4_12,Sebastian,0,1,3,0,0,0,1,1,0,0,2,3,1,1,0,0,0,1,0,0,0,4,0,0,3,0,3,0,1,1,0,1,0,0,0,0,1,0,0,2
ID_255350478_52_13__13_4_12,Amarillo,0,0,0,3,0,0,3,0,0,0,1,0,2,3,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,3,0,4,0,0,0,0,3,0,0,0
ID_255350478_52_13__13_4_12,Tuborg Classic,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID_255350478_52_13__13_4_12,Alexander,2,0,0,0,0,0,3,4,6,4,1,1,1,4,0,0,1,3,1,3,2,0,1,2,1,1,0,0,3,3,0,3,0,0,1,1,0,1,0,0
ID_255350478_52_13__13_4_12,Tuborg Nul,0,2,1,0,0,1,0,1,0,0,1,3,1,0,0,0,0,1,0,1,0,4,0,0,1,0,1,0,1,1,0,1,1,0,2,0,1,0,0,1
ID_255350478_52_13__13_4_12,Angelina,2,0,0,1,0,1,2,0,0,1,1,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0
ID_255350478_52_13__13_4_12,Brown Bella,2,0,0,2,0,0,3,0,3,0,1,1,0,4,0,0,0,3,0,2,1,0,0,1,1,0,1,0,2,2,2,4,0,0,0,0,2,1,0,0
ID_255350478_52_13__13_4_12,Aronia,1,2,0,3,2,3,2,2,0,0,2,1,1,0,0,0,0,0,2,2,0,2,0,1,2,0,1,3,1,2,0,1,0,0,4,3,2,0,0,3
ID_255350478_52_13__13_4_12,Wiener Walzer,1,0,0,0,0,0,2,0,0,3,2,3,2,3,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,1,0,3,0,0,0
