ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humle,Cider,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Malt,Kompleks,Tang,Blomst
ID_3543089_20_40__14_4_12,Amigo,4,3,4,4,4,5,5,4,4,3,3,2,3,4,2,0,2,2,0,3,2,2,4,5,3,1,3,1,3,3,3,4,1,1,0,0,5,4,1,0
ID_3543089_20_40__14_4_12,Sebastian,3,2,3,5,5,5,1,1,0,1,3,4,1,2,1,0,0,1,0,2,0,4,1,2,3,0,2,2,1,1,0,0,1,0,3,2,1,4,0,5
ID_3543089_20_40__14_4_12,Amarillo,5,1,0,0,1,0,5,1,5,5,2,2,4,4,5,3,4,5,2,6,4,1,1,2,1,5,4,0,5,4,6,6,5,0,0,0,5,4,0,0
ID_3543089_20_40__14_4_12,Tuborg Classic,2,1,0,0,0,0,4,3,2,2,2,3,2,0,0,1,1,1,0,2,2,3,2,2,3,0,4,0,3,3,1,4,0,0,1,0,4,2,0,0
ID_3543089_20_40__14_4_12,Alexander,6,0,0,0,0,0,6,0,6,5,0,1,5,6,6,2,5,2,1,4,2,0,0,3,1,6,5,0,3,5,6,4,3,2,0,0,6,0,0,0
ID_3543089_20_40__14_4_12,Tuborg Nul,2,3,1,3,4,0,2,0,1,0,2,5,0,1,0,1,0,3,0,2,3,5,1,0,2,0,3,3,0,0,0,0,1,2,0,3,2,1,0,4
ID_3543089_20_40__14_4_12,Angelina,5,1,1,1,0,2,4,1,5,4,1,4,2,1,3,3,2,2,0,4,3,1,0,0,1,4,3,0,4,4,4,2,3,1,1,0,4,3,0,0
ID_3543089_20_40__14_4_12,Brown Bella,5,0,0,0,0,0,5,0,6,5,0,0,0,0,2,2,2,3,0,4,1,0,0,1,0,5,1,0,5,5,6,2,4,1,1,0,5,2,0,0
ID_3543089_20_40__14_4_12,Aronia,0,5,5,5,5,5,3,0,0,0,3,1,1,1,0,0,0,3,0,3,0,3,3,4,2,0,1,3,0,0,0,0,0,1,3,4,0,3,0,5
ID_3543089_20_40__14_4_12,Wiener Walzer,4,1,0,1,0,0,3,2,3,4,1,2,2,4,0,4,1,1,3,3,5,0,2,3,1,1,1,0,4,3,4,4,1,0,1,0,5,3,0,0
